"unigram","bigram","freq"
"to","disneyland",5
"to","distinguish",5
"to","dr",5
"to","economic",5
"to","education",5
"to","emphasize",5
"to","evacuate",5
"to","everybody",5
"to","expire",5
"to","extract",5
"to","fast",5
"to","favor",5
"to","finance",5
"to","finding",5
"to","fl",5
"to","fool",5
"to","fucking",5
"to","games",5
"to","green",5
"to","grill",5
"to","grind",5
"to","guarantee",5
"to","hangout",5
"to","hope",5
"to","hospital",5
"to","indulge",5
"to","integrate",5
"to","interpret",5
"to","jam",5
"to","jazz",5
"to","keeping",5
"to","las",5
"to","lend",5
"to","lift",5
"to","lock",5
"to","london",5
"to","mail",5
"to","marriage",5
"to","mcdonalds",5
"to","michael",5
"to","mike",5
"to","monitor",5
"to","ms",5
"to","noon",5
"to","normal",5
"to","observe",5
"to","paper",5
"to","paraphrase",5
"to","perfect",5
"to","pile",5
"to","piss",5
"to","president",5
"to","pretend",5
"to","provoke",5
"to","pump",5
"to","questions",5
"to","rap",5
"to","receiving",5
"to","reconcile",5
"to","redeem",5
"to","religious",5
"to","renovate",5
"to","reopen",5
"to","repeal",5
"to","resist",5
"to","risk",5
"to","safety",5
"to","salem",5
"to","service",5
"to","seven",5
"to","sharing",5
"to","short",5
"to","shout",5
"to","sip",5
"to","smooth",5
"to","snack",5
"to","sneak",5
"to","spring",5
"to","stock",5
"to","streamline",5
"to","stress",5
"to","stretch",5
"to","strip",5
"to","sue",5
"to","sweep",5
"to","today",5
"to","tolerate",5
"to","tonight",5
"to","tweeting",5
"to","undergo",5
"to","undertake",5
"to","undo",5
"to","unfollow",5
"to","upset",5
"to","vent",5
"to","venture",5
"to","voice",5
"to","war",5
"to","warm",5
"to","we",5
"to","were",5
"to","woo",5
"to","ya",5
"to","yet",5
"to","young",5
"toast","to",5
"today","about",5
"today","have",5
"today","look",5
"today","of",5
"today","thanks",5
"today","tomorrow",5
"today","would",5
"together","again",5
"together","but",5
"together","from",5
"together","he",5
"told","an",5
"told","they",5
"tolerance","for",5
"tom","and",5
"tom","was",5
"tomorrow","ill",5
"tomorrow","im",5
"tomorrow","in",5
"tomorrow","then",5
"tone","of",5
"tonight","after",5
"tonight","hope",5
"tonight","or",5
"tonight","she",5
"tonight","you",5
"tonino","guerra",5
"tonite","at",5
"too","excited",5
"too","had",5
"too","is",5
"too","just",5
"too","kind",5
"too","quickly",5
"too","that",5
"too","thick",5
"too","was",5
"took","advantage",5
"took","one",5
"took","this",5
"tool","and",5
"tool","in",5
"tool","that",5
"top","as",5
"top","in",5
"top","is",5
"top","notch",5
"top","picks",5
"top","seed",5
"topic","at",5
"topics","and",5
"toss","the",5
"total","number",5
"totally","fine",5
"totally","in",5
"totally","just",5
"touch","a",5
"touch","it",5
"touch","my",5
"touch","that",5
"tough","love",5
"tougher","than",5
"tour","packages",5
"tour","this",5
"tournaments","and",5
"tours","of",5
"toward","his",5
"town","from",5
"town","the",5
"towns","and",5
"trace","of",5
"trade","group",5
"trader","joes",5
"trading","cards",5
"traffic","in",5
"tragedy","and",5
"train","wreck",5
"trained","by",5
"trained","to",5
"trains","and",5
"translate","into",5
"translated","into",5
"transparency","and",5
"travel","with",5
"travelers","on",5
"traveling","in",5
"traveling","with",5
"treat","them",5
"treatment","for",5
"treatment","in",5
"tree","in",5
"trees","that",5
"trial","for",5
"trial","was",5
"trick","is",5
"trip","is",5
"trip","on",5
"trouble","finding",5
"trouble","getting",5
"true","blood",5
"true","it",5
"true","of",5
"truly","amazing",5
"truly","are",5
"truly","love",5
"trust","is",5
"trust","them",5
"truth","i",5
"tryna","get",5
"tshirt","and",5
"tuesday","afternoon",5
"tuesday","april",5
"tuesday","may",5
"tuesday","morning",5
"tuesday","on",5
"tuned","in",5
"turn","back",5
"turn","their",5
"turned","away",5
"turning","on",5
"turning","point",5
"tv","commercials",5
"tv","or",5
"tweet","from",5
"tweet","more",5
"tweeted","me",5
"tweeted","that",5
"twelve","years",5
"twists","and",5
"twitter","as",5
"twitter","but",5
"twitter","just",5
"twitter","on",5
"twitter","so",5
"twitter","was",5
"two","a",5
"two","assists",5
"two","from",5
"two","hits",5
"two","i",5
"two","is",5
"two","major",5
"two","most",5
"two","on",5
"two","reasons",5
"two","seats",5
"two","shots",5
"two","small",5
"two","songs",5
"two","terms",5
"two","types",5
"ty","lawson",5
"type","diabetes",5
"u","always",5
"u","as",5
"u","block",5
"u","but",5
"u","give",5
"u","heard",5
"u","kno",5
"u","look",5
"u","plz",5
"u","s",5
"u","was",5
"u","work",5
"ugly","ass",5
"ultimately","the",5
"unaware","of",5
"uncommon","for",5
"unconditional","love",5
"under","age",5
"under","an",5
"under","and",5
"under","armour",5
"under","her",5
"underestimate","the",5
"understand","a",5
"understand","but",5
"understand","this",5
"understand","your",5
"understanding","and",5
"understands","that",5
"understood","the",5
"understood","what",5
"unemployed","and",5
"unfair","to",5
"unfollow","me",5
"unfortunately","its",5
"unfortunately","not",5
"unfortunately","we",5
"unhappy","about",5
"unhappy","with",5
"uniforms","and",5
"uninterested","in",5
"union","city",5
"union","leaders",5
"union","the",5
"unique","to",5
"unit","in",5
"university","is",5
"university","president",5
"unless","i",5
"unless","its",5
"unlikely","that",5
"until","golden",5
"until","im",5
"until","last",5
"until","late",5
"until","later",5
"until","march",5
"until","may",5
"until","monday",5
"until","one",5
"until","smooth",5
"until","soft",5
"until","thursday",5
"until","tomorrow",5
"up","any",5
"up","behind",5
"up","close",5
"up","everything",5
"up","going",5
"up","making",5
"up","only",5
"up","out",5
"up","points",5
"up","something",5
"up","south",5
"up","thats",5
"up","thinking",5
"up","three",5
"up","together",5
"up","top",5
"up","watching",5
"up","where",5
"up","yet",5
"upcoming","events",5
"updated","on",5
"updating","the",5
"upon","this",5
"upset","i",5
"upset","right",5
"ur","heart",5
"us","army",5
"us","around",5
"us","be",5
"us","because",5
"us","citizen",5
"us","just",5
"us","more",5
"us","no",5
"us","one",5
"us","over",5
"us","rt",5
"us","unless",5
"us","while",5
"us","would",5
"usc","and",5
"use","both",5
"use","her",5
"use","or",5
"use","you",5
"used","with",5
"user","experience",5
"users","of",5
"uses","for",5
"uses","in",5
"using","our",5
"using","that",5
"usually","go",5
"usually","has",5
"validity","of",5
"valuable","and",5
"values","that",5
"values","the",5
"vanilla","bean",5
"vanilla","ice",5
"vegas","for",5
"vegetable","oil",5
"vendors","and",5
"version","in",5
"very","beginning",5
"very","bright",5
"very","cold",5
"very","comfortable",5
"very","common",5
"very","concerned",5
"very","dangerous",5
"very","dark",5
"very","end",5
"very","existence",5
"very","fast",5
"very","honest",5
"very","impressed",5
"very","kind",5
"very","popular",5
"very","similar",5
"very","simple",5
"very","slow",5
"very","smart",5
"very","tasty",5
"very","upset",5
"very","useful",5
"very","wrong",5
"via","facebook",5
"via","twitter",5
"victim","who",5
"victims","were",5
"victorias","secret",5
"victory","at",5
"victory","for",5
"video","clips",5
"video","shoot",5
"videos","from",5
"vietnam","war",5
"view","this",5
"vince","young",5
"violates","the",5
"vip","for",5
"virginia","and",5
"virtually","no",5
"visit","every",5
"visit","for",5
"visit","her",5
"visitors","from",5
"voices","of",5
"void","rays",5
"vote","is",5
"voters","have",5
"voting","on",5
"w","and",5
"w","me",5
"wait","you",5
"walked","on",5
"walking","into",5
"wall","is",5
"wall","st",5
"wall","was",5
"walls","are",5
"wanna","come",5
"wanna","hear",5
"wanna","make",5
"wanna","meet",5
"wanna","play",5
"wanna","say",5
"want","any",5
"want","as",5
"want","from",5
"want","on",5
"want","their",5
"want","those",5
"want","too",5
"wanted","on",5
"war","against",5
"war","for",5
"war","i",5
"warrant","for",5
"was","amazed",5
"was","apparently",5
"was","booked",5
"was","carried",5
"was","cited",5
"was","cool",5
"was","described",5
"was","dry",5
"was","during",5
"was","employed",5
"was","excellent",5
"was","feet",5
"was","fighting",5
"was","filmed",5
"was","finished",5
"was","formed",5
"was","glad",5
"was","granted",5
"was","growing",5
"was","hanging",5
"was","heading",5
"was","helping",5
"was","highly",5
"was","hooked",5
"was","initially",5
"was","inside",5
"was","interested",5
"was","interesting",5
"was","its",5
"was","kidding",5
"was","late",5
"was","launched",5
"was","leaving",5
"was","lovely",5
"was","low",5
"was","meeting",5
"was","messing",5
"was","needed",5
"was","picked",5
"was","practically",5
"was","preparing",5
"was","promoted",5
"was","rather",5
"was","relieved",5
"was","responsible",5
"was","said",5
"was","second",5
"was","serious",5
"was","seven",5
"was","she",5
"was","showing",5
"was","someone",5
"was","soon",5
"was","stuck",5
"was","they",5
"was","three",5
"was","thrown",5
"was","today",5
"was","transferred",5
"was","treated",5
"was","waived",5
"was","within",5
"was","writing",5
"washed","away",5
"washington","redskins",5
"washington","township",5
"wasnt","about",5
"wasnt","an",5
"wasnt","just",5
"wasnt","on",5
"wasnt","working",5
"wasnt","worth",5
"waste","my",5
"waste","their",5
"waste","time",5
"watch","him",5
"watch","on",5
"watched","your",5
"watching","american",5
"watching","me",5
"water","for",5
"water","he",5
"water","park",5
"water","you",5
"waters","edge",5
"way","across",5
"way","because",5
"way","by",5
"way","thats",5
"way","these",5
"way","will",5
"we","allow",5
"we","await",5
"we","brought",5
"we","called",5
"we","certainly",5
"we","checked",5
"we","chose",5
"we","discovered",5
"we","discussed",5
"we","doing",5
"we","each",5
"we","encourage",5
"we","entered",5
"we","face",5
"we","figured",5
"we","finished",5
"we","followed",5
"we","hadnt",5
"we","help",5
"we","hold",5
"we","in",5
"we","included",5
"we","no",5
"we","ordered",5
"we","ought",5
"we","pick",5
"we","please",5
"we","receive",5
"we","recognize",5
"we","remember",5
"we","sent",5
"we","show",5
"we","stayed",5
"we","stood",5
"we","thank",5
"we","too",5
"we","turn",5
"we","walk",5
"we","worked",5
"wealth","of",5
"weapon","for",5
"weapon","of",5
"wear","in",5
"wear","to",5
"wearing","his",5
"wearing","my",5
"wears","a",5
"weather","the",5
"web","design",5
"web","page",5
"web","series",5
"website","or",5
"website","that",5
"webster","groves",5
"wed","have",5
"wednesday","i",5
"wednesday","may",5
"wednesday","when",5
"wee","hours",5
"weed","out",5
"week","according",5
"week","ahead",5
"week","here",5
"week","later",5
"week","my",5
"week","she",5
"week","will",5
"weekend","as",5
"weekend","im",5
"weekends","and",5
"weeks","old",5
"weeks","show",5
"weeks","that",5
"weeks","until",5
"weight","gain",5
"weight","to",5
"weird","and",5
"weird","but",5
"weird","that",5
"welcome","i",5
"welcome","thanks",5
"welcome","the",5
"well","above",5
"well","against",5
"well","balanced",5
"well","being",5
"well","by",5
"well","enough",5
"well","hopefully",5
"well","ill",5
"well","let",5
"well","look",5
"well","make",5
"well","most",5
"well","no",5
"well","now",5
"well","or",5
"well","short",5
"well","try",5
"well","under",5
"well","wishes",5
"wen","u",5
"went","away",5
"went","inside",5
"went","straight",5
"were","available",5
"were","cool",5
"were","definitely",5
"were","designed",5
"were","down",5
"were","fortunate",5
"were","full",5
"were","growing",5
"were","happy",5
"were","heard",5
"were","hit",5
"were","living",5
"were","married",5
"were","now",5
"were","often",5
"were","paying",5
"were","placed",5
"were","put",5
"were","released",5
"were","riding",5
"were","safe",5
"were","seeking",5
"were","sent",5
"were","several",5
"were","that",5
"were","thrilled",5
"were","tied",5
"were","with",5
"were","written",5
"werent","able",5
"west","chester",5
"west","deptford",5
"western","and",5
"wet","and",5
"what","appears",5
"what","caused",5
"what","for",5
"what","good",5
"what","happen",5
"what","inspired",5
"what","no",5
"what","point",5
"what","r",5
"what","theyve",5
"whatever","u",5
"whats","everyone",5
"whats","more",5
"wheat","bread",5
"wheel","of",5
"when","no",5
"when","obama",5
"when","only",5
"when","those",5
"when","weve",5
"where","id",5
"where","ive",5
"where","r",5
"where","theres",5
"where","two",5
"where","ya",5
"wherever","they",5
"which","at",5
"which","by",5
"which","case",5
"which","cost",5
"which","do",5
"which","does",5
"which","doesnt",5
"which","gets",5
"which","ive",5
"which","just",5
"which","leads",5
"which","many",5
"which","never",5
"which","now",5
"which","ones",5
"which","operates",5
"which","point",5
"which","runs",5
"which","usually",5
"while","being",5
"while","getting",5
"while","other",5
"while","reading",5
"while","running",5
"while","supplies",5
"while","taking",5
"while","that",5
"while","theyre",5
"while","waiting",5
"while","writing",5
"whilst","the",5
"whipped","cream",5
"whisper","white",5
"white","cardstock",5
"white","guy",5
"white","hair",5
"white","said",5
"white","woman",5
"who","all",5
"who","answered",5
"who","began",5
"who","cannot",5
"who","chairs",5
"who","eat",5
"who","fought",5
"who","get",5
"who","hate",5
"who","heads",5
"who","missed",5
"who","oppose",5
"who","owned",5
"who","passed",5
"who","plays",5
"who","remembers",5
"who","saw",5
"who","seem",5
"who","sent",5
"who","serve",5
"who","set",5
"who","support",5
"who","understand",5
"who","watched",5
"who","wont",5
"whoever","is",5
"whole","bunch",5
"whole","process",5
"whole","story",5
"whom","have",5
"whom","it",5
"whom","we",5
"whose","family",5
"whose","job",5
"whose","names",5
"why","anyone",5
"why","arent",5
"why","have",5
"why","thank",5
"why","u",5
"why","what",5
"whyd","you",5
"wife","a",5
"wife","i",5
"wife","in",5
"wild","mushrooms",5
"wild","pitch",5
"wild","west",5
"wilde","lake",5
"will","a",5
"will","announce",5
"will","ask",5
"will","assist",5
"will","buy",5
"will","carry",5
"will","cause",5
"will","celebrate",5
"will","def",5
"will","drive",5
"will","even",5
"will","expand",5
"will","fight",5
"will","fit",5
"will","forever",5
"will","hear",5
"will","hit",5
"will","kick",5
"will","mean",5
"will","move",5
"will","notice",5
"will","occur",5
"will","often",5
"will","one",5
"will","oversee",5
"will","produce",5
"will","seek",5
"will","sell",5
"will","then",5
"will","update",5
"will","visit",5
"will","vote",5
"will","wait",5
"williams","of",5
"williams","who",5
"win","free",5
"win","games",5
"win","more",5
"win","on",5
"win","streak",5
"win","their",5
"win","was",5
"wind","up",5
"winding","down",5
"window","of",5
"window","to",5
"windows","of",5
"windows","open",5
"windows","to",5
"wine","bar",5
"wine","for",5
"wine","is",5
"wine","that",5
"wine","vinegar",5
"wing","of",5
"winner","and",5
"winner","is",5
"winning","a",5
"winning","in",5
"wins","over",5
"wipe","out",5
"wish","all",5
"wish","him",5
"wish","is",5
"wish","u",5
"with","alex",5
"with","american",5
"with","anything",5
"with","blue",5
"with","breakfast",5
"with","cancer",5
"with","certain",5
"with","clients",5
"with","everybody",5
"with","federal",5
"with","few",5
"with","former",5
"with","free",5
"with","google",5
"with","government",5
"with","green",5
"with","having",5
"with","ice",5
"with","iran",5
"with","josh",5
"with","kids",5
"with","knowledge",5
"with","lemon",5
"with","low",5
"with","mine",5
"with","modern",5
"with","much",5
"with","nearly",5
"with","nike",5
"with","ourselves",5
"with","pretty",5
"with","pride",5
"with","roots",5
"with","spicy",5
"with","sweet",5
"with","ties",5
